textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
ecf3388f54,Wife & I split duties tonight.Wife headed to OSU for daughter`s ath trng rcption. I`m at son #1`s school paper banquet.Can`t make both.,Wife & I split duties tonight.Wife headed to OSU for daughter`s ath trng rcption. I`m at son #1`s school paper banquet.Can`t make both.,neutral,morning,0-20,Jamaica,2961167,10830.0,273
9260a62221, very cute and pretty,very cute and pretty,positive,morning,0-20,Afghanistan,38928346,652860.0,60
c91053e95c, The John Lennon poster. My inner fan girl is dancing with joy.,dancing,positive,noon,60-70,Samoa,198414,2830.0,70
235927fc9a,Yikes. That poor girl on BGT. That was quite hard to watch,That was quite hard to watch,negative,noon,21-30,Kyrgyzstan,6524195,191800.0,34
b1219686d6,Why am I so tired?????? Whyyyyy make it stop. Merm is not going to be fun tonight.,not going to be fun,negative,noon,21-30,El Salvador,6486205,20720.0,313
efde16371f,"_The_Moon Do you mean  (Jim Bob, obviously) or  (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go","_The_Moon Do you mean  (Jim Bob, obviously) or  (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go",neutral,night,31-45,Kiribati,119449,810.0,147
df0a7365f7,almost got in a giant car accident on the 101,car accident,negative,noon,21-30,Malaysia,32365999,328550.0,99
976c044d4b,"good morning  6.15 am: plans for the day ...nope, nothing interesting","good morning  6.15 am: plans for the day ...nope, nothing interesting",neutral,night,31-45,Algeria,43851044,2381740.0,18
e0f834083a,Algebra test in three hours!,Algebra test in three hours!,neutral,morning,0-20,South Korea,51269185,97230.0,527
492959359d,_navarro I wish this area offered chinese food delivery,wish,positive,morning,46-60,Ireland,4937786,68890.0,72
266212df8b,Ppl dont miss out on me on this Follow Superstar Sunday,Ppl dont miss out on me on this Follow Superstar Sunday,neutral,noon,60-70,Moldova,4033963,32850.0,123
10ceebee98,Now the mosquito truck is waking me up,Now the mosquito truck is waking me up,negative,night,31-45,Ecuador,17643054,248360.0,71
22175e950e, **** no dublin,****,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
fc2493c600,  They follow me,They follow me,neutral,morning,0-20,Mozambique,31255435,786380.0,40
df7c51d8ba,_juansimon God I`m bored. Wish we could`ve done something 2night!,I`m bored.,negative,night,70-100,Australia,25499884,7682300.0,3
103b305084,Is feelin right rite now,feelin right,positive,morning,0-20,Tajikistan,9537645,139960.0,68
5d58d24dff, of course its not coming to boise,not coming,negative,noon,60-70,Tuvalu,11792,30.0,393
cea7a4580c,"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",Amazing how the house doesn`t look any better for all my efforts,negative,noon,21-30,Fiji,896445,18270.0,49
15297ade82,"Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'","Oh, yes... Happy NINE year annivarsary to Hanson`s second studio album, 'This Time Around.'",positive,morning,46-60,Turkmenistan,6031200,469930.0,13
522617513c,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",not feeling well,negative,night,70-100,Tonga,105695,720.0,147
8f6d00e076,"I miss ya, Boyfriend!  When am I gonna see ya again? Br!Tt!!!",miss,negative,noon,60-70,Côte d'Ivoire,26378274,318000.0,83
ef6db807dd,Happy Mother`s day to all the mom`s out there in twitter-land!,Happy Mother`s day,positive,morning,46-60,Nigeria,206139589,910770.0,226
82c6010f74, morning Bill,morning Bill,neutral,morning,0-20,Guinea,13132795,246000.0,53
b6619a057b,@_callmeCourt always welcome hun,welcome,positive,night,70-100,Spain,46754778,498800.0,94
f605712477,Checking out Ciege Cagalawan`s S/S Collection and I am regretting that I did not see his collection tonight  I got invites!,I am regretting that I did not see his collection tonight  I got invites!,negative,night,70-100,Bolivia,11673021,1083300.0,11
4044f7e33d,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics","Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",positive,night,70-100,Finland,5540720,304000.0,18
f2d0f679f4,Another Day gone by....  Have to wake up early again tomorrow,Another Day gone by....  Have to wake up early again tomorrow,neutral,noon,21-30,Malaysia,32365999,328550.0,99
8b1235c0ef,"Noticed Wellwood has all his teeth in tonight, that`s nice",nice,positive,noon,21-30,Palestine State,5101414,6020.0,847
57a6bee5cd,_richards sorry to be the bearer of bad news.,bad news.,negative,morning,0-20,France,65273511,547557.0,119
c0aee991a0, Mmmmmm I love curry. Don`t have an Oregan though.,love,positive,noon,60-70,Paraguay,7132538,397300.0,18
adb113b997, Hello there! Thankyou. I always seem to make a difference in  someone`s life everyday.,Thankyou.,positive,morning,0-20,Micronesia,115023,700.0,164
99ce4e68b9,"ohhhh, how sad...I didnÃ¯Â¿Â½t get it!",sad..,negative,night,31-45,Panama,4314767,74340.0,58
bbbccb9c0e,#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!,its getting very annoying!,negative,morning,46-60,Ethiopia,114963588,1000000.0,115
9b638aff3f,Good Morning and Happy Mothers Day everyone,Happy,positive,noon,60-70,Colombia,50882891,1109500.0,46
ec895c12a3,goooooood morning!,goooooood,positive,night,31-45,United Kingdom,67886011,241930.0,281
6f4571eeec, good. that was the intent.  hopefully others get the same vibe,good. that was the intent.,positive,noon,60-70,Oman,5106626,309500.0,16
d2435b327f,Today is not going to be relaxing like I hoped.,Today is not going to be relaxing like I hoped.,negative,noon,60-70,Switzerland,8654622,39500.0,219
df62bc7a7a, correct! I ADORE him. I just plucked him up and put him under my arm cuz he was cryin.  All better now! Hahaha,ADORE,positive,noon,21-30,Gabon,2225734,257670.0,9
744ae79733,"Back from cycling 20 miles on virtually traffic free roads,the sun almost shining,new PB great start to the day",great start,positive,morning,46-60,Brunei,437479,5270.0,83
e4740a831d, Will we see you guys in the Philippines?  That would be the coolest thing ever! Always wanted to go to one of your concerts!,That would be the coolest thing ever!,positive,noon,21-30,Mauritius,1271768,2030.0,626
884661d640, MMM - BTW I was just talking to you & you were gone.  2.95%,MMM - BTW I was just talking to you & you were gone.  2.95%,neutral,night,70-100,South Africa,59308690,1213090.0,49
0af3fad325,Eating ice cream at swensens,Eating ice cream at swensens,neutral,morning,46-60,Argentina,45195774,2736690.0,17
d03bc7210d, supp?,supp?,neutral,noon,21-30,Costa Rica,5094118,51060.0,100
20fb0dce38,My friends are awesome!   -- and the non Twitter ones here right now too!!,My friends are awesome!,positive,night,31-45,United Kingdom,67886011,241930.0,281
f4308050ce,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,awesome,positive,night,70-100,Russia,145934462,16376870.0,9
29d7104494,"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly","After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly",neutral,night,70-100,Portugal,10196709,91590.0,111
1bdfba8e57,Done! Finally.. Yay.. Now I can relax for.. Well one day ;D haha..,Yay..,positive,night,31-45,Turkey,84339067,770000.0,110
22b844b503,"For some dumb reason my dresser is sticky on top. And for another reason, a family history book got attached to it  Now the back is jacked",dumb reason,negative,night,70-100,Djibouti,988000,23180.0,43
2bace8af9c,Ouch!!... Stomachace.... I ate a lot...,Stomachace...,negative,noon,60-70,Holy See,801,0.0,2003
9282c2a9e4,"_bui yeah right. I just accepted my grants, and it covered at least 10,000+ of my school fees. tritonlink is down so i cant verify",tritonlink is down,negative,morning,0-20,Ethiopia,114963588,1000000.0,115
bd80317224," Hm, maybe Louise Rennison will break tradition and it will be out in October instead  I always order the UK versions anyway","Hm, maybe Louise Rennison will break tradition and it will be out in October instead  I always order the UK versions anyway",neutral,night,31-45,Lesotho,2142249,30360.0,71
4f810a1371,Swolen as shitt  boo hoo,shitt,negative,morning,0-20,Congo (Congo-Brazzaville),5518087,342000.0,16
812f9f7dd1,is resting. ahhhhh. I feel good,is resting. ahhhhh. I feel good,positive,noon,21-30,Colombia,50882891,1109500.0,46
ba03ec478e,This cigarette is so relaxing,so relaxing,positive,noon,60-70,Cyprus,1207359,9240.0,131
4540286356,Gotta work.  Lonely weekend ahead.,Lonely weekend ahead.,negative,noon,21-30,South Sudan,11193725,610952.0,18
6f71071716,"its a beautiful,albeit, windy at times, night in So No....","beautiful,a",positive,noon,60-70,Dominican Republic,10847910,48300.0,225
ca0c42f1ed,"I lost 4 followers over night, nobody likes me",nobody likes me,negative,night,31-45,Vietnam,97338579,310070.0,314
9683744f42,A central lesson of history is that States are parasites which always expand until they destroy their host population. - Stefan Molyneux,destroy,negative,noon,60-70,Cameroon,26545863,472710.0,56
1ef6660118,Seriously though. Amazing night.,Seriously though. Amazing night.,positive,morning,46-60,Mozambique,31255435,786380.0,40
6a2aae1814,"Happy Mother`s Day, amma!  I made u cake, remember? U loved it!","Happy Mother`s Day, amma!  I made u cake, remember? U loved it!",positive,morning,0-20,Mozambique,31255435,786380.0,40
ccf23937ad, No mine looks the same.,No mine looks the same.,neutral,morning,46-60,Papua New Guinea,8947024,452860.0,20
c527522d95,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,neutral,night,70-100,Kiribati,119449,810.0,147
972a1981ed,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,using my brothers G1 phone.. love it! driving to vegas... my phone died this morning and my charger broke,neutral,morning,46-60,Mauritania,4649658,1030700.0,5
995f4ed2a2," thanks for following, it means a lot to me  i love hey monday!",thanks,positive,night,31-45,Honduras,9904607,111890.0,89
162a353cf5,there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,there it is. postieeee  http://andshehopes.blogspot.com/2009/05/kewpie.html,neutral,noon,60-70,Cameroon,26545863,472710.0,56
1848ee74fe, -- yeahhh u wasnt thereeeeeeeeeee,#NAME?,neutral,night,31-45,Burkina Faso,20903273,273600.0,76
57ed1bb202, hey thanks mate your cool coz you watched it...,hey thanks mate,positive,morning,46-60,Vanuatu,307145,12200.0,25
41d7d10c72, I would be playing my old rogue but a friend took the account and could not get it back,I would be playing my old rogue but a friend took the account and could not get it back,neutral,noon,21-30,Mauritius,1271768,2030.0,626
ee880e81a8, i will HAVE to agree w/ u,i will HAVE to agree w/ u,neutral,noon,21-30,Malta,441543,320.0,1380
6fbb1a4b64,That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!,happy,positive,morning,0-20,Cambodia,16718965,176520.0,95
9f563ffb8e,i am having serious problems concentrating on this press release this afternoon...i have sleepy eyes right now,serious problems,negative,morning,0-20,Nauru,10824,20.0,541
718f5c214a,Gotta go to the doctor this morning  i feel so sick right now. i can barely talk but i`m still yelling across the house lol,sick,negative,morning,0-20,China,1439323776,9388211.0,153
ebdd8fcbda,_yeah - I know the feeling... Good morning mate!,Good morning mate!,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
0b8ab05c38,i think the vog is making me sicker than i think. feeling slightly achy,sicker,negative,morning,46-60,Jamaica,2961167,10830.0,273
117a319a9d,"so bored  Gonna go to the Carnival and get an all day pass tomorrow. Excited for that, but very bored today.",bored,negative,morning,0-20,Indonesia,273523615,1811570.0,151
3c9575fac1, ur there when I`m not  lol,ur there when I`m not  lol,neutral,noon,60-70,Switzerland,8654622,39500.0,219
fafa5fa40f, I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,I will bring you cases of mountain dew if you give @_Slamma_ 2 tixs to see taylor swift!,neutral,morning,46-60,China,1439323776,9388211.0,153
ded3f20d74, dude i am so sorry!!!!! I never got that number for you my fail  i just remembered,dude i am so sorry!,negative,night,31-45,India,1380004385,2973190.0,464
def629703b, love u!! and love mr. player! come visit me  i miss u girls,love,positive,morning,0-20,Egypt,102334404,995450.0,103
edc26d4894,_gregor Great avatar,Great,positive,morning,46-60,Egypt,102334404,995450.0,103
194a17d89e,  want somebody to hold me Alma! tear tear,! tear,negative,night,31-45,Uzbekistan,33469203,425400.0,79
c17807c0fe, dude... Can you really be a bachelor at this point?? Don`t worry about it.,Don`t worry about it.,positive,morning,46-60,Mozambique,31255435,786380.0,40
04cce6f623," haha Hey, Well if you were in the elevator you should have said more!","haha Hey, Well if you were in the elevator you should have said more!",neutral,morning,46-60,Mali,20250833,1220190.0,17
9a2d5d2a8b,_lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though,lu Just one part of a very odd trip. You travel for 3 months you see some weirdness. Loved Perth though,neutral,night,70-100,India,1380004385,2973190.0,464
7ee4a176dc, http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,Looks Yummy.,positive,morning,0-20,Saint Vincent and the Grenadines,110940,390.0,284
5b743fcc17,Aparantly it`s #starwarsday so enjoy  don`t quite know what your Kent to do but be happy anywho!,Aparantly it`s #starwarsday so enjoy  don`t quite know what your Kent to do but be happy anywho!,neutral,night,70-100,Ghana,31072940,227540.0,137
89e9857e5a,"Buffett Lambastes Bankers, Insurers for Ã¯Â¿Â½Greed,Ã¯Â¿Â½ Ã¯Â¿Â½StupidityÃ¯Â¿Â½ http://is.gd/wyAB","Buffett Lambastes Bankers, Insurers for Ã¯Â¿Â½Greed,Ã¯Â¿Â½ Ã¯Â¿Â½StupidityÃ¯Â¿Â½ http://is.gd/wyAB",neutral,morning,46-60,Andorra,77265,470.0,164
4714a183be," Have to listen to samples to make sure I`m thinking of the same stuff. Loud, odd, Zorn-y stuff as I recall. Not Mr. Bungle.","Loud, odd,",negative,noon,60-70,South Sudan,11193725,610952.0,18
a1cc1835fe,"First impression of Silverlight: sadly, based on what I saw today, it`s quite problematic","sadly, based on what I saw today, it`s quite problematic",negative,night,31-45,Tonga,105695,720.0,147
cc9bbb431f," omgggggggggg, cant belive it! what had happened to it friend? do you know where did you missed it? thats not nice!!",not nice!,negative,morning,46-60,Tajikistan,9537645,139960.0,68
12cdafc3e3, i miss yoooouuuu!!!!,i miss yoooouuuu!!!!,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
53fe6db7ca, Hugs to you for not being able to shag Crush anymore  x,Hugs,positive,morning,0-20,Sri Lanka,21413249,62710.0,341
a380bdcd2d,"_ritz alrighty, thnx  good night.",thnx,positive,noon,60-70,Armenia,2963243,28470.0,104
2cba0fdc8f, Likewise. But I don`t know anyone who uses gtalk and the likes so I`m not holding much hope,o I`m not holding much hope,negative,noon,60-70,Togo,8278724,54390.0,152
1b203696bb,just had a bbq... YUM im full now,YUM im full now,positive,morning,0-20,Austria,9006398,82400.0,109
121864e2e3," If you think Florida`s heat will be too much, I will reluctantly take your place","heat will be too much,",negative,night,31-45,Netherlands,17134872,33720.0,508
f2c7ffe667,twitter is trippin right now with my pic,twitter is trippin right now with my pic,neutral,morning,0-20,Nigeria,206139589,910770.0,226
6e5ce8da91,First Natalie and now little Holly. This is mean,mean,negative,morning,0-20,Georgia,3989167,69490.0,57
9535154525,I`m a good girl...ALL work is done,good,positive,morning,46-60,Ireland,4937786,68890.0,72
e1dc15f28e,It does! Lol but i have none,Lol,positive,night,31-45,Mexico,128932753,1943950.0,66
cdf726f7fc,"WOW, got killed on first wave of Horde on Gears. FAIL","WOW, got killed on first wave of Horde on Gears. FAIL",neutral,noon,21-30,Sudan,43849260,1765048.0,25
731f36dff2,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling,it all  not a nice feeling,negative,noon,21-30,Fiji,896445,18270.0,49
2a13c263b4,  Happy Mothers day!! ****,Happy,positive,noon,60-70,Costa Rica,5094118,51060.0,100
5ff9641dc0,Another great song to sing along with....    ? http://blip.fm/~5jhtq,great,positive,noon,21-30,Albania,2877797,27400.0,105
1a4ee55acb, Good!! Busy as heck but good. Feeling yucky at the moment.,Good!! Busy as heck but good. Feeling yucky at the moment.,neutral,noon,21-30,Angola,32866272,1246700.0,26
64794cb0a9,back to work,back to work,neutral,morning,46-60,Dominica,71986,750.0,96
8586c3bacb, does this mean you`re leaving me?,does this mean you`re leaving me?,neutral,morning,0-20,Jamaica,2961167,10830.0,273
e7cd93eb01, awww!  We can do that and then go to Chick Fila,awww!  We can do that and then go to Chick Fila,neutral,noon,60-70,Poland,37846611,306000.0,124
2151413f96,ish okay my loveee,ish okay my loveee,positive,morning,46-60,Argentina,45195774,2736690.0,17
68df9d2478, Check out my latest FB post.  (Things I want to happen). I don`t think you can miss it.,Check out my latest FB post.  (Things I want to happen). I don`t think you can miss it.,neutral,noon,21-30,South Sudan,11193725,610952.0,18
995b31503c, My Photoshop won`t let me save anything  Due to a disk error. The blend took me 1.5 hours!,won`t let me save anything,negative,noon,21-30,Denmark,5792202,42430.0,137
7cd98b42e9, i guess it`s easier said than done for some people.....myself being one of them unfortunately,unfortunately,negative,morning,0-20,Kuwait,4270571,17820.0,240
3adfb85ae8,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,ah what a lovely day for a bike ride and cake making  *is rooting 4 those who are revising!* do your best! X,positive,morning,0-20,Tajikistan,9537645,139960.0,68
b3175e5a2a,Today is Will`s first baseball game!  GO BATS!,Today is Will`s first baseball game!  GO BATS!,neutral,night,70-100,Saint Lucia,183627,610.0,301
897dc0377b,I have a stomach ache... Totally sucks,stomach ache... Totally sucks,negative,morning,0-20,Egypt,102334404,995450.0,103
f914309bd5,must be time to go home - yes indeedy,must be time to go home - yes indeedy,neutral,noon,60-70,Iran,83992949,1630000.0,52
84877b1395, who will we make fun  of?!?!,who will we make fun  of?!?!,neutral,night,70-100,Slovenia,2078938,20140.0,103
6e88246c57,"it`s `s birthday today, wish her a good one assholes! Sleepytime",wish her a good one assholes!,negative,night,70-100,Peru,32971854,1280000.0,26
8723c883ba, its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch & WINE!,.i was kinda feeling ignored,negative,morning,46-60,Dominica,71986,750.0,96
91c1124c67, want to hear something funny? I`m yours is on the radio right now!,want to hear something funny?,positive,night,70-100,Finland,5540720,304000.0,18
ecc797a779,super duber high! this klondike bar is thee business.,super duber high!,positive,night,70-100,Saint Lucia,183627,610.0,301
c0c5f6e0ab,Very good morning! Coffee and a taylor swift cd starts it off,Very good morning!,positive,morning,46-60,Sri Lanka,21413249,62710.0,341
509a6c533a,Followed by the great Super Mazembe. One of the favorites around here  ? http://blip.fm/~5jkbp,Followed by the great Super Mazembe. One of the favorites around here  ?,neutral,morning,46-60,Palau,18094,460.0,39
9c73103f2d,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,Enjoyed see`n everyone last night! even tho it was a really bad night financially... Cant wait to kick it again @ the drive -ins!,neutral,night,70-100,United Kingdom,67886011,241930.0,281
25ec5e89c3,  not Pimm`s in a can?,not Pimm`s in a can?,neutral,morning,0-20,Indonesia,273523615,1811570.0,151
9bf2e0669e,_fisher Hey!! How are u??did u got my reply??,_fisher Hey!! How are u??did u got my reply??,neutral,night,31-45,Canada,37742154,9093510.0,4
7ae3e12b03,Left Cali this morning...in Dallas now..missing my car SO MUCH!!!,missing my car SO MUCH!!!,negative,noon,21-30,Montenegro,628066,13450.0,47
36e8f0f140, Oh come on!!! You get next week off and I get next week full of exams!,Oh come on!!! You get next week off and I get next week full of exams!,neutral,night,70-100,Laos,7275560,230800.0,32
f066d9b97e," Sure you will tweet about this when you`re back, but news is abuzz about TR Knight`s leaving 'confirmed' today.  Muy triste.",Muy triste,negative,night,70-100,Spain,46754778,498800.0,94
ee12b4db36, because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral,noon,60-70,Malaysia,32365999,328550.0,99
7c36b92dfe,I just got home.  i bought twiggies and a toothbrush that promises to make my teeth 60% cleaner. - http://tweet.sg,promises,positive,noon,21-30,Myanmar (formerly Burma),54409800,653290.0,83
5e8c2407f9, Thats ok  Yeah I had a good night thanks. Glad you did too. Hope you enjoy your BBQ,s. Glad,positive,noon,21-30,Malta,441543,320.0,1380
f3ea3c42f3,"http://twitpic.com/4wsjr - Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)","Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)",neutral,night,31-45,Lesotho,2142249,30360.0,71
5e9bb791a0, Hi SweetiePie!! It`s Friday night and I`m .... missing my sidekick & his slippers.  It`s just not Friday night w/o him.,missing,negative,morning,0-20,Brunei,437479,5270.0,83
2d4931514e,is  wishing work was done soon  <3,wishing,positive,morning,0-20,France,65273511,547557.0,119
71d7472fb1,Now i feel really really bad...sorry,bad..,negative,noon,21-30,Azerbaijan,10139177,82658.0,123
ba5d1dc1ec, happy mothers day ang,happy mothers day,positive,noon,21-30,Oman,5106626,309500.0,16
d14bb55bf3, no  are you for sure going?,no  are you for sure going?,neutral,morning,0-20,Mongolia,3278290,1553560.0,2
cb5a5e58be," Hehe, you`re an expert now eh?",n expert,positive,night,70-100,San Marino,33931,60.0,566
c099a82f08,Deucie picked up by his sitter for the weekend.,Deucie picked up by his sitter for the weekend.,neutral,night,70-100,Barbados,287375,430.0,668
eb3e5cb43d,  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,Ah bad times,negative,noon,21-30,Angola,32866272,1246700.0,26
8ea1669e5a,"Coming to the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!","the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up",neutral,morning,46-60,Burundi,11890784,25680.0,463
cf93a13cb6,Laying in bed texting. Good night ya`ll,Good,positive,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
365039fc9b,HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,HAPPY MOTHER DAY TO ALL THE MOTHER`S IN THE ENTIRE WORLD WE DESERVED A DAY JUST FOR US RIGHT...,positive,noon,21-30,Romania,19237691,230170.0,84
bf9927af4c,"actually just woke up, going to attempt to see 17 again with Natalyy","actually just woke up, going to attempt to see 17 again with Natalyy",neutral,morning,46-60,Greece,10423054,128900.0,81
fb96065ecc, totally agree,totally agree,positive,night,31-45,Gambia,2416668,10120.0,239
7085a47f80," grabe, norms. i researched; dami pala flamenco forms and sub-forms. kaloka!  i attempted a Solea. kaloka ang 12-beat!","grabe, norms. i researched; dami pala flamenco forms and sub-forms. kaloka!  i attempted a Solea. kaloka ang 12-beat!",neutral,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
f524018791,"i know i have lots of comments to return but i have been really busy  i`ll get round to it guys, sorry",sorry,negative,morning,46-60,Bosnia and Herzegovina,3280819,51000.0,64
89a112a6e7, u go to profile then ill help u from there cause ur right next to me!!! he he he,help,positive,night,70-100,Barbados,287375,430.0,668
a8bf43dc82,I have to work tonight  But I get my paycheck!,I have to work tonight  But I get my paycheck!,neutral,morning,0-20,Ukraine,43733762,579320.0,75
a7e8ad64c0,I don`t wanna go to work,I don`t wanna go to work,negative,night,70-100,Saint Lucia,183627,610.0,301
477d127d05,Attending Matthew`s Senior Day for recognition and I`m so not ready for this.,Attending Matthew`s Senior Day for recognition and I`m so not ready for this.,neutral,noon,21-30,Kenya,53771296,569140.0,94
15561b6394,I am slowly getting angry at this Jon and Kate Plus 8 thing,angry,negative,night,70-100,Kiribati,119449,810.0,147
7d7a9f2413,_Jamie I guess  ! I was really suprised..,suprised.,positive,night,31-45,Bolivia,11673021,1083300.0,11
9954cca530, my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,my *mom*(not aunt haha) and uncle were both adopted with very diff adoptive stories. if you want to chat sometime lmk,neutral,noon,60-70,Guinea-Bissau,1968001,28120.0,70
48d1c69d94," Easy, I`m trying to learn   Serious and normal....two new words for me ;)","Easy,",positive,morning,46-60,Hungary,9660351,90530.0,107
9ff15d5ccf, that sucks!,sucks!,negative,noon,21-30,Gabon,2225734,257670.0,9
e1dfa4bff0, Nothing wrong with that samantha,Nothing wrong,positive,noon,21-30,North Korea,25778816,120410.0,214
a93577c299,  Cloud Croatian Apartments,Cloud Croatian Apartments,neutral,morning,0-20,Mauritania,4649658,1030700.0,5
ed2a1be04b,we`re getting another puppy  ... not cool... really,not cool.,negative,night,31-45,Morocco,36910560,446300.0,83
531c7ad5ed,Having one of my bad days....Migraine today. My 1st since my neck surgery about 2 1/2 months,Having one of my bad days..,negative,noon,21-30,Montenegro,628066,13450.0,47
1cb21b7fc1,_Stokoe I bet! I can imagine how much work it is making a movie. I can`t wait to see it,_Stokoe I bet! I can imagine how much work it is making a movie. I can`t wait to see it,neutral,morning,0-20,Hungary,9660351,90530.0,107
e20b1cc3f7,Chillin on here,Chillin on here,positive,noon,21-30,Gabon,2225734,257670.0,9
7bb579f466,BOYSTOWN.  I`ll leave for Eastwood in 3hours.,BOYSTOWN.  I`ll leave for Eastwood in 3hours.,neutral,morning,46-60,Indonesia,273523615,1811570.0,151
077a63ee0c,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,negative,morning,46-60,Nigeria,206139589,910770.0,226
703154cece,is so hungover. what a crazy night. i`m also in the bad books with mother!!,i`m also in the bad books,negative,noon,21-30,Gabon,2225734,257670.0,9
c8e545b3d0," but ... but it`s michael bay ...*sigh* i`m sorry, love - didn`t know you felt that way about it   XD","sorry,",negative,night,31-45,Niger,24206644,1266700.0,19
1e98701818,"I will miss my City when we leave...priciness, pollution, panhandlers and all","pollution,",negative,morning,46-60,Kuwait,4270571,17820.0,240
b0252a0319,Oh no it`s storming... gotta get off the computer.,Oh no,negative,noon,60-70,South Sudan,11193725,610952.0,18
b093e8090b,"Happy Star Wars Day, everyone! May the force be with you all, be you Padawan or Jedi.","Happy Star Wars Day, everyone! May the force be with you",positive,night,31-45,Tonga,105695,720.0,147
7368ef9ef0,my HD is full. need to cleanup a lot,my HD is full. need to cleanup a lot,neutral,night,70-100,Monaco,39242,1.0,26337
1331fbf4a7,http://twitpic.com/54khn - I am very sad. They cut down my Pink Tree. I noticed it when I left today to get Betos,sad.,negative,noon,60-70,Zambia,18383955,743390.0,25
2dbcb1fb0c, you are welcome  `s book is a good reminder as to WHY we escaped the cube!,a good,positive,noon,60-70,Mauritius,1271768,2030.0,626
a2b100a231,FML still awake  melatonin not working!,FML still awake  melatonin not working!,negative,morning,46-60,South Korea,51269185,97230.0,527
d667ecff01,i have runny nose... i can`t breathe.. terrible feeling...,i have runny nose... i can`t breathe.. terrible feeling...,negative,noon,21-30,North Korea,25778816,120410.0,214
af70204441,"This is for nicole Ã¯Â¿Â½ Its raining, make sure you bring an umbrellaÃ¯Â¿Â½ See its not about the pack train I`m on today","This is for nicole Ã¯Â¿Â½ Its raining, make sure you bring an umbrellaÃ¯Â¿Â½ See its not about the pack train I`m on today",neutral,night,31-45,Laos,7275560,230800.0,32
02d37daec5,  haha aww hun i bet you are more creative than me,e creative,positive,noon,60-70,Romania,19237691,230170.0,84
2553d377c0,I hate PC,I hate PC,negative,morning,46-60,Lithuania,2722289,62700.0,43
dc15fb15b2, i need a job that can pay off all my hospital bills. i have been very sick lately.,i need a job that can pay off all my hospital bills. i have been very sick lately.,negative,noon,60-70,Somalia,15893222,627340.0,25
fcbdb80ef4, http://twitpic.com/4ukqe - haha cute and beautiful  U R cool Miley.^^,- haha cute and beautiful  U R cool Miley,positive,noon,60-70,Kenya,53771296,569140.0,94
c59d87fdd8,and we`re back in buisiness,and we`re back in buisiness,neutral,morning,0-20,Rwanda,12952218,24670.0,525
